check_id,category,status,observed,required,physics_promotion_allowed,notes
RRTM_SW_V25_SCIENTIFIC_SOURCE_SEMANTIC_EQUIVALENCE_IS_RAW_BYTE_IDENTITY,SCOPE_GUARD,PASS_FORBIDDEN,false,SCIENTIFIC_SOURCE_SEMANTIC_EQUIVALENCE_MUST_NOT_BE_RELABELED_AS_RAW_BYTE_IDENTITY_OR_ORIGINAL_TARBALL_IDENTITY,False,
PYRRTM_SW_2014_PRE2020_HISTORY_PINNED,CROSS_REPOSITORY_REPLICATION,PASS_PINNED,"tomflannaghan/pyrrtm is a non-fork GitHub repository whose commit 31d776362503c20e84d2a6d78be4a96517f89e49 added the shortwave code on 2014-07-14T13:11:02Z, predating the 2020 nickedkins mirror import by more than five years",SEPARATE_PRE2020_REPOSITORY_HISTORY_WITH_PINNED_COMMIT_DATE_AND_TREE_REQUIRED,False,https://github.com/tomflannaghan/pyrrtm/commit/31d776362503c20e84d2a6d78be4a96517f89e49; tree=e4a56fd0b150b6536e9653c9b4446aa5a0a03d31
RRTM_SW_V25_CROSS_REPOSITORY_RAW_BLOB_MATCH_22_OF_26,CROSS_REPOSITORY_REPLICATION,PASS_QUALIFIED,"Comparing the 26-file Fortran scientific-source set between pyrrtm's pinned 2014 SW-addition tree and the nickedkins pinned 2020 v2.5 import gives 22 of 26 exact Git-blob SHA matches; the four nonmatching files are RDI1MACH.f, disort.f, rrtatm.f, and rrtm.f",RAW_BLOB_REPLICATION_COUNT_MUST_BE_EXPLICIT_AND_NONMATCHES_MUST_NOT_BE_SILENTLY_NORMALIZED,False,pyrrtm_tree=e4a56fd0b150b6536e9653c9b4446aa5a0a03d31; mirror_tree=51b90dfdb83f33f55dc3f23b680af6e327fe1fd8; raw_blob_match=22/26
RRTM_SW_V25_CRITICAL_FU96_BAND24_25_RAW_BLOB_REPLICATION,CROSS_REPOSITORY_REPLICATION,PASS_QUALIFIED,"The four provenance-critical files cldprop.f, taumoldis.f, k_gB24.f, and k_gB25.f are exact raw Git-blob matches between the pinned 2014 pyrrtm history and the pinned 2020 v2.5 import",CRITICAL_FU96_CLOUD_TABLE_RUNTIME_SOLAR_CONTEXT_AND_BAND24_25_FILES_MUST_MATCH_RAW_BLOBS_ACROSS_PINNED_REPOSITORY_HISTORIES,False,cldprop=d7a2efce33cdf5c1f02a66e598c685ef53b7b8c8; taumoldis=5111a3bb7d981ea8facb4733c2ebb8d7f1308486; k_gB24=7847f1d19a9008137d60db422c623505ebf8835e; k_gB25=e3cc504280805b0b2de725d5645334095a92b07e
RRTM_SW_V25_CROSS_REPOSITORY_RAW_BLOB_REPLICATION_IS_ORIGINAL_AER_TARBALL_IDENTITY,SCOPE_GUARD,PASS_FORBIDDEN,false,CROSS_REPOSITORY_RAW_BLOB_REPLICATION_MUST_NOT_BE_RELABELED_AS_ORIGINAL_AER_TARBALL_BYTE_IDENTITY_OR_AUTHORITATIVE_ARCHIVE_HASH,False,Separate repository replication strengthens source-lineage confidence but both histories may derive from the same historical AER distribution; original aer_rrtm_sw_v2.5.tar.gz bytes/hash remain unrecovered.
AER_RRTMG_SW_2007_FU96_FINAL_TABLE_HISTORY_PINNED,OFFICIAL_AER_CROSS_GENERATION_CONTINUITY,PASS_PINNED,AER official RRTMG_SW commit 5336e33010ac1a8498a1a66c5ef01fd1199213bf dated 2007-04-19 preserves the Fu96 cloud tables in rrtmg_sw_cldprop.f90,OFFICIAL_AER_RRTMG_SW_2007_HISTORY_AND_CLOUD_TABLE_SOURCE_PINNED,False,https://github.com/AER-RC/RRTMG_SW/blob/5336e33010ac1a8498a1a66c5ef01fd1199213bf/src/rrtmg_sw_cldprop.f90; tree=2ec6d3135d20410d4702f66e2b8ef33aa64da888; blob=0f1df8d16ca6aa2374f4bec1f07567daa57077ab
AER_RRTM_SW_2004_TO_RRTMG_SW_2007_FU96_FINAL_TABLE_VALUE_CONTINUITY,OFFICIAL_AER_CROSS_GENERATION_CONTINUITY,PASS_QUALIFIED,"EXTICE3, SSAICE3, ASYICE3, and FDLICE3 were compared for all RRTM_SW bands 16-29: 56 of 56 arrays and 2576 of 2576 numeric values are identical between AER official 2004 RRTM_SW v2.5 source and AER official 2007 RRTMG_SW source",ALL_4_FU96_TABLE_FAMILIES_X_14_BANDS_X_46_VALUES_MUST_MATCH_NUMERICALLY,False,"This qualifies authoritative final-table continuity across AER model generations; it does not recover the pre-averaging spectral samples, generator, exact historical solar weights, or original v2.5 tarball hash."
AER_RRTM_RRTMG_FU96_FINAL_TABLE_CONTINUITY_IS_PREAVERAGING_GENERATOR_RECOVERY,SCOPE_GUARD,PASS_FORBIDDEN,false,FINAL_TABLE_CONTINUITY_MUST_NOT_BE_RELABELED_AS_PREAVERAGING_GENERATOR_OR_EXACT_WEIGHTING_RECOVERY,False,
AER_RRTM_BAND_GEN_IMPORTED_SVN_HISTORY_PINNED,HISTORICAL_AER_BAND_GENERATION_PIPELINE,PASS_PINNED,AER-RC/rrtmgp-band-generation is a 2025 public GitHub repository carrying 176 imported git-svn commits from AER RRTM_BAND_GEN history; the imported history begins 2014-03-03 and commit messages retain the private SVN path/revision provenance,PUBLIC_REPOSITORY_DATE_MUST_BE_SEPARATED_FROM_IMPORTED_AER_SVN_HISTORY_DATE,False,repo=https://github.com/AER-RC/rrtmgp-band-generation; public_created=2025-01-14T21:14:08Z; earliest=b78641520629cf2cca39ee0b6d5fdf99f98ede21; svn=https://svn.aer.com/svn/aer/project/RD/RRTM_BAND_GEN
AER_RRTM_BAND_GEN_INITIAL_ORIGINAL_RRTM_WORK_COMMIT_PINNED,HISTORICAL_AER_BAND_GENERATION_PIPELINE,PASS_PINNED,AER commit 5ce72bd363c993189767f09f1c9fe9bc84b72c56 dated 2014-04-02 states: Adding initial band generation codes from Karen and original RRTM work. No modifications yet.,AER_SELF_DESCRIBED_ORIGINAL_RRTM_BAND_GENERATION_IMPORT_COMMIT_PINNED,False,https://github.com/AER-RC/rrtmgp-band-generation/commit/5ce72bd363c993189767f09f1c9fe9bc84b72c56; svn_revision=24171
AER_HISTORICAL_RRTM_MOLECULAR_BAND_GENERATION_PIPELINE_SCOPE,HISTORICAL_AER_BAND_GENERATION_PIPELINE,PASS_QUALIFIED,"The pinned initial pipeline drives LBLRTM optical-depth runs and kdis_2sort programs to generate molecular absorption k-distributions, continuum/minor-gas coefficients, g-band data, and Planck-related band information; write_data_* and write_tape5* tools serialize those products",RECOVERED_PIPELINE_SCOPE_MUST_BE_QUALIFIED_FROM_PINNED_CODE_BEHAVIOR_NOT_FROM_REPOSITORY_NAME_ALONE,False,https://github.com/AER-RC/rrtmgp-band-generation/blob/5ce72bd363c993189767f09f1c9fe9bc84b72c56/branches/chebyproject/script.gen_2band; https://github.com/AER-RC/rrtmgp-band-generation/blob/5ce72bd363c993189767f09f1c9fe9bc84b72c56/branches/chebyproject/kdis_2sort_for.f; https://github.com/AER-RC/rrtmgp-band-generation/blob/5ce72bd363c993189767f09f1c9fe9bc84b72c56/branches/chebyproject/kdis_2sort_planck.f; https://github.com/AER-RC/rrtmgp-band-generation/blob/5ce72bd363c993189767f09f1c9fe9bc84b72c56/branches/chebyproject/comp_wtavg_planck.f
AER_HISTORICAL_RRTM_BAND_GENERATION_PIPELINE_IS_FU96_CLOUD_PREAVERAGING_GENERATOR,SCOPE_GUARD,PASS_FORBIDDEN,false,MOLECULAR_K_DISTRIBUTION_PLANCK_CONTINUUM_PIPELINE_MUST_NOT_BE_RELABELED_AS_FU96_ICE_CLOUD_HIGH_RESOLUTION_PREAVERAGING_GENERATOR,False,"The pinned initial-file set contains k-distribution/Planck/continuum/minor-gas generation tools, but no provenance-linked Fu96 high-resolution ice-cloud spectral samples or Fu96 cloud-optics band-averaging generator was identified."
RRTM_SW_V25_RUNTIME_KURUCZ_LOW_HIGH_RESOLUTION_DISTINCTION,HISTORICAL_SOLAR_SOURCE_CONTEXT,PASS_QUALIFIED,Pinned v2.5 taumoldis.f explicitly distinguishes a low-resolution Kurucz solar source from a high-resolution version and notes a band-total irradiance discrepancy handled by SCALEKUR,RUNTIME_SFLUXREF_MUST_NOT_BE_EQUATED_TO_UNRECOVERED_HIGH_RESOLUTION_CLOUD_TABLE_WEIGHT_VECTOR,False,https://github.com/nickedkins/RRTM-LWandSW-Python-wrapper/blob/a2d974ecefe6f369661bf5a3dfc648f07986ad89/SW/src/taumoldis.f; blob_sha=339d64ecb0a4f8fa49938ac4a18ce731e27e34f0
RRTM_SW_V25_EXTERNAL_MIRROR_IMPORT_TIME_SEPARATED_FROM_SOURCE_TIME,EXTERNAL_ARCHIVAL_LINEAGE,PASS_QUALIFIED,"The GitHub history shows the mirrored v2.5 file tree was imported into the wrapper repository in 2020, while the preserved AER CVS metadata inside cldprop.f and makefiles dates the source lineage to April 2004",GITHUB_IMPORT_TIMESTAMP_MUST_NOT_BE_USED_AS_THE_HISTORICAL_SOURCE_DATE_OR_AS_PROOF_OF_ORIGINAL_AER_ARCHIVE_IDENTITY,False,import_commit=040d18018f553faeeae625fd4ef73d50ba0436fb; import_date_utc=2020-03-17T22:23:17Z; source_cvs_date=2004-04-15/16
AER_OFFICIAL_RRTM_SW_V25_RUNTIME_SOLAR_CONTEXT,HISTORICAL_SOLAR_SOURCE_CONTEXT,PASS_PINNED_RUNTIME_CONTEXT,Current AER RRTMG_SW description states RRTM_SW uses the Kurucz solar source with fixed solar constant 1368.22 W m-2 and that RRTMG_SW absorption data are consistent with RRTM_SW_v2.5,OFFICIAL_V25_RUNTIME_SOLAR_CONTEXT_PINNED_WITHOUT_EQUATING_RUNTIME_SOURCE_TO_FU_CLOUD_TABLE_PREAVERAGING_WEIGHTS,False,https://rtweb.aer.com/rrtmg_sw_description.html
AER_OFFICIAL_RRTM_SW_V25_SOURCE_ARCHIVE_FILENAME_PUBLISHED,OFFICIAL_ARCHIVE_PUBLICATION_CHAIN,PASS_PINNED,AER RRTM_SW Code and Examples identifies the source package as aer_rrtm_sw_v2.5.tar.gz,OFFICIAL_V25_SOURCE_ARCHIVE_FILENAME_PINNED_WITHOUT_CLAIMING_ARCHIVE_BYTES_OR_HASH_RECOVERY,False,https://rtweb.aer.com/rrtm_sw_code.html
AER_OFFICIAL_RRTM_SW_V25_BINARY_DOWNLOAD_ENDPOINT_PINNED,OFFICIAL_ARCHIVE_ACQUISITION,PASS_PINNED,The current AER RRTM_SW Code and Examples page links aer_rrtm_sw_v2.5.tar.gz directly to files.aer.com/rtweb/aer_rrtm_sw/aer_rrtm_sw_v2.5.tar.gz,OFFICIAL_AER_BINARY_ENDPOINT_PINNED_WITHOUT_CLAIMING_SUCCESSFUL_ARCHIVE_RETRIEVAL_OR_HASH,False,https://files.aer.com/rtweb/aer_rrtm_sw/aer_rrtm_sw_v2.5.tar.gz
AER_RRTM_SW_V25_HISTORICAL_FTP_DISTRIBUTION_PATH_PINNED,OFFICIAL_ARCHIVE_ACQUISITION,PASS_PINNED,The v2.5 update notice documents anonymous FTP distribution at ftp.aer.com/pub/downloads/aer_rrtm_sw and explicitly instructs get aer_rrtm_sw_v2.5.tar.gz,HISTORICAL_AER_FTP_DISTRIBUTION_PATH_PINNED_AS_LINEAGE_EVIDENCE_NOT_AS_CURRENT_ARCHIVE_BYTES,False,https://github.com/nickedkins/RRTM-LWandSW-Python-wrapper/blob/a2d974ecefe6f369661bf5a3dfc648f07986ad89/SW/update_rrtm_sw_v2.5.txt
RRTM_SW_V25_INDEPENDENT_EXTRACTED_DISTRIBUTION_FOOTPRINT,SECONDARY_ARCHIVAL_OBSERVATION,PASS_SECONDARY_QUALIFIED,"An independent RRTM_SW v2.5 installation record describes obtaining the source package from AER and, after extraction, shows src/, makefiles/, rrtm_sw_instructions, update_rrtm_sw_v2.5.txt and a linux_pgi build object; the shown makefile declares VERSION = v2.5",SECONDARY_EXTRACTED_DISTRIBUTION_FOOTPRINT_MAY_CORROBORATE_PACKAGING_ONLY_AND_MUST_NOT_ESTABLISH_ORIGINAL_TARBALL_HASH_OR_BYTE_IDENTITY,False,https://www.appropedia.org/Installing_RTM_Software_on_Linux
AER_RRTM_SW_V25_ARCHIVE_ACQUISITION_VERIFIER_READY,LOCAL_ARCHIVE_VERIFICATION_TOOLING,PASS_TOOLING,"tools/verify_aer_rrtm_sw_v25_archive.py can hash a locally acquired tar.gz, enumerate its tar manifest, check expected v2.5 footprint anchors, and optionally fetch the pinned official endpoint; it never upgrades archive authenticity without actual local bytes",LOCAL_ARCHIVE_BYTES_REQUIRED_BEFORE_HASH_AND_MANIFEST_CAN_BE_RECORDED,False,tools/verify_aer_rrtm_sw_v25_archive.py
AER_OFFICIAL_RRTM_SW_WEB_TAR_BUILD_PROCEDURE,OFFICIAL_ARCHIVE_PUBLICATION_CHAIN,PASS_PINNED,"Pinned AER README.cvs_checkin_notes documents the April 2004 public-release procedure: update release files, then run script_build_rrtm_sw.pl to build source-code and example tar files for the web-site, with the proper version number",OFFICIAL_WEB_TARBALL_RELEASE_BUILD_CHAIN_PINNED,False,https://github.com/AER-RC/RRTM_SW/blob/b1253809ac88ae782964cd030cb202a380032d11/README.cvs_checkin_notes; blob_sha=9304d7bbd17766b48a58fb2c500e8f5f951b557f
AER_OFFICIAL_RRTM_SW_V25_ARCHIVE_BYTES_AND_HASH_RECOVERED,ARCHIVAL_AUTHENTICITY,BLOCKED_NOT_RECOVERED,"The official v2.5 source-archive filename and website build procedure are now pinned, but the original aer_rrtm_sw_v2.5.tar.gz bytes and a provenance-qualified cryptographic hash are not present in the qualified evidence set",ORIGINAL_AER_V25_ARCHIVE_BYTES_PLUS_HASH_OR_EQUIVALENT_AUTHENTICITY_CHAIN_REQUIRED_FOR_BYTE_IDENTITY,False,https://rtweb.aer.com/rrtm_sw_code.html
RRTM_SW_V25_OFFICIAL_ARCHIVE_PUBLICATION_CHAIN,OFFICIAL_ARCHIVE_PUBLICATION_CHAIN,PASS_QUALIFIED,Official AER evidence now links the v2.5 source-archive filename to AER's documented website tar-build release process; this qualifies publication lineage but not original-tarball byte identity,PUBLICATION_CHAIN_MAY_STRENGTHEN_LINEAGE_ONLY; BYTE_IDENTITY_REMAINS_FAIL_CLOSED_UNTIL_ARCHIVE_BYTES_HASH_RECOVERED,False,https://rtweb.aer.com/rrtm_sw_code.html; https://github.com/AER-RC/RRTM_SW/blob/b1253809ac88ae782964cd030cb202a380032d11/README.cvs_checkin_notes
RRTM_SW_V25_RUNTIME_SOLAR_CONTEXT_EQUALS_FU_CLOUD_TABLE_WEIGHT_VECTOR,SCOPE_GUARD,PASS_FORBIDDEN,false,RUNTIME_KURUCZ_CONTEXT_AND_SFLUXREF_DO_NOT_ESTABLISH_THE_UNRECOVERED_HIGH_RESOLUTION_CLOUD_TABLE_WEIGHT_VECTOR,False,https://rtweb.aer.com/rrtmg_sw_description.html; https://github.com/nickedkins/RRTM-LWandSW-Python-wrapper/blob/a2d974ecefe6f369661bf5a3dfc648f07986ad89/SW/src/taumoldis.f
RRTM_SW_V25_EXTERNAL_DISTRIBUTION_PREAVERAGING_GENERATOR_RECOVERY,EXACT_WEIGHTING_PREREQUISITE,BLOCKED_NOT_PRESENT,The pinned external v2.5 distribution mirror preserves runtime cloud tables and runtime solar-source code but no Q. Fu high-resolution pre-averaging cloud table source or band-averaging generator was identified,AUTHORITATIVE_OR_PROVENANCE_LINKED_PREAVERAGING_GENERATOR_STILL_REQUIRED,False,https://github.com/nickedkins/RRTM-LWandSW-Python-wrapper
RRTM_SW_V25_EXTERNAL_MIRROR_ORIGINAL_AER_TARBALL_BYTE_IDENTITY,ARCHIVAL_AUTHENTICITY,BLOCKED_NOT_PROVEN,"No original AER v2.5 tarball hash has been recovered, so the external mirror is qualified for source lineage evidence but not promoted to byte-identical authoritative AER distribution status",ORIGINAL_AER_ARCHIVE_HASH_OR_EQUIVALENT_AUTHENTICITY_CHAIN_REQUIRED_FOR_BYTE_IDENTITY_CLAIM,False,
PUBLIC_RUNTIME_ARCHIVE_SUFFICIENT_FOR_EXACT_HISTORICAL_GENERATOR,PUBLIC_ARCHIVE_BOUNDARY,PASS_FAIL_CLOSED,false,POST_AVERAGED_RRTM_SW_RUNTIME_TABLES_PLUS_CURRENT_PUBLIC_RRTMG_SW_RELEASE_DO_NOT_ESTABLISH_THE_HISTORICAL_PREAVERAGING_GENERATOR,False,https://github.com/AER-RC/RRTM_SW/blob/b1253809ac88ae782964cd030cb202a380032d11/src/cldprop.f; https://github.com/AER-RC/RRTMG_SW/blob/master/README.md
FINAL_TABLE_INVERSE_IDENTIFICATION_OF_H_OR_WEIGHTS,SCOPE_GUARD,PASS_FORBIDDEN,false,FINAL_EXTICE3_SSAICE3_ASYICE3_TABLES_ARE_OUTPUTS_AND_MUST_NOT_BE_INVERTED_TO_CLAIM_UNIQUE_H_SOLAR_GRID_OR_DISCRETE_WEIGHTS,False,
RRTMG_HIGH_RES_TO_BAND_LINEAGE_STATEMENT,MODEL_LINEAGE,PASS_LINEAGE_ONLY,RRTMG lineage documents that Fu high-resolution ice optical tables were averaged for RRTM_SW,LINEAGE_STATEMENT_IS_NOT_EQUIVALENT_TO_REPRODUCIBLE_WEIGHT_VECTOR,False,The final tables and semantic class are known; the exact historical transformation remains unrecovered.
RRTMG_PRE_V4_RUNTIME_SOLAR_SOURCE_KURUCZ,HISTORICAL_SOLAR_SOURCE_CONTEXT,PASS_PINNED_RUNTIME_CONTEXT,RRTMG_SW documentation states versions prior to v4.0 used the Kurucz solar source with total solar irradiance 1368.22 W m-2,RUNTIME_SOLAR_SOURCE_CONTEXT_PINNED_BUT_NOT_EQUATED_TO_CLOUD_TABLE_GENERATOR,False,https://rtweb.aer.com/rrtmg_sw_description.html
RRTMG_PRE_V4_BAND24_25_SOLAR_IRRADIANCE_TOTALS,HISTORICAL_SOLAR_SOURCE_CONTEXT,PASS_PINNED_BAND_TOTALS,Documented RRTMG_SW band-integrated solar irradiance: band 24 (0.625-0.778 um) about 218.19 W m-2; band 25 (0.442-0.625 um) about 347.20 W m-2,BAND_TOTALS_ARE_CONTEXT_ONLY_AND_DO_NOT_DEFINE_WITHIN_BAND_DISCRETE_WEIGHTS,False,https://www.cesm.ucar.edu/models/cesm1.0/cam/docs/description/cam5_desc.pdf
RRTMG_RUNTIME_SOLAR_SOURCE_EQUALS_FU96_TABLE_GENERATION_SOURCE,EXACT_WEIGHTING_PREREQUISITE,BLOCKED_NOT_PROVEN,No authoritative source recovered that proves the runtime Kurucz solar spectrum realization is exactly the spectrum/grid/weights used when Q. Fu high-resolution tables were averaged into the archived default RRTM_SW cloud tables,EXACT_GENERATOR_SOLAR_SOURCE_IDENTITY_MUST_BE_PROVEN_BEFORE_REUSE,False,
FU96_RRTMG_PREAVERAGING_SPECTRAL_SAMPLE_SET,EXACT_WEIGHTING_PREREQUISITE,BLOCKED_NOT_RECOVERED,No version-pinned authoritative pre-averaging spectral sample set tied to the archived default RRTMG band-24/25 Fu96 tables has been recovered,EXACT_PREAVERAGING_SPECTRAL_SAMPLES_REQUIRED,False,
FU96_RRTMG_EXACT_SOLAR_SPECTRUM_AND_DISCRETE_WEIGHTS,EXACT_WEIGHTING_PREREQUISITE,BLOCKED_NOT_RECOVERED,"Solar-irradiance weighting is supported as the semantic class, but the exact historical solar spectrum version, sampling grid, and discrete weights used to generate the archived default Fu96 RRTMG tables are not recovered",VERSION_PINNED_SOLAR_SPECTRUM_PLUS_DISCRETE_WEIGHT_VECTOR_OR_EXACTLY_EQUIVALENT_ALGORITHM_REQUIRED,False,
FU96_RRTMG_WEIGHTING_SEMANTICS_CLASS,EXACT_WEIGHTING_PREREQUISITE,PASS_NARROWED_NOT_EXACT,Qualified constraints: solar irradiance is a weighting basis; historical Fu96 coalbedo used absorption-dependent linear/log averaging; later RRTMG-band schemes may use integrated scattering/extinction SSA and scattering-weighted g. These are not interchangeable provenance claims,HISTORICAL_FU96_AND_LATER_RRTMG_SEMANTICS_SEPARATED; EXACT_HISTORICAL_REALIZATION_STILL_REQUIRED,False,
FU96_RRTMG_BAND24_EXACT_REPRODUCTION,NUMERIC_REPRODUCTION,BLOCKED_NO_EXACT_WEIGHT_VECTOR,not executed,REPRODUCE_PINNED_RRTMG_BAND24_REFERENCE_FROM_AUTHORITATIVE_HISTORICAL_INPUTS,False,
FU96_RRTMG_BAND25_EXACT_REPRODUCTION,NUMERIC_REPRODUCTION,BLOCKED_NO_EXACT_WEIGHT_VECTOR,not executed,REPRODUCE_PINNED_RRTMG_BAND25_REFERENCE_FROM_AUTHORITATIVE_HISTORICAL_INPUTS,False,
ARBITRARY_EQUAL_WEIGHT_SUBSTITUTE,SCOPE_GUARD,PASS_FORBIDDEN,false,MUST_NOT_SUBSTITUTE_FOR_EXACT_FU96_RRTMG_WEIGHTING,False,
UNVERSIONED_OR_ASSUMED_SOLAR_SPECTRUM_WEIGHTS,SCOPE_GUARD,PASS_FORBIDDEN,false,SOLAR_WEIGHTING_CLASS_IS_SUPPORTED_BUT_EXACT_HISTORICAL_SPECTRUM_AND_WEIGHTS_MUST_BE_PINNED,False,
GPOINT_WEIGHT_SUBSTITUTE,SCOPE_GUARD,PASS_FORBIDDEN,false,MUST_NOT_BE_ASSUMED_AS_THE_CLOUD_OPTICS_BAND_AVERAGING_RULE,False,
AD_HOC_EXTINCTION_OR_SCATTERING_WEIGHT_SUBSTITUTE,SCOPE_GUARD,PASS_FORBIDDEN,false,NO_AD_HOC_REWEIGHTING,False,
YI2013_FORMULA_AS_HISTORICAL_FU96_DEFAULT_TABLE_GENERATOR,SCOPE_GUARD,PASS_FORBIDDEN,false,LATER_RRTMG_BAND_FORMULA_MUST_NOT_BE_SUBSTITUTED_FOR_UNRECOVERED_HISTORICAL_FU96_AVERAGING,False,
EXACT_FU96_RRTMG_BAND_WEIGHTING,QUALIFICATION_RESULT,BLOCKED_NOT_PROVEN,false,PREAVERAGING_SAMPLES_PLUS_VERSION_PINNED_SOLAR_SPECTRUM_AND_DISCRETE_WEIGHTS_PLUS_NUMERIC_REPRODUCTION_REQUIRED,False,
YANG_FULL_SPECTRAL_BAND_INTEGRATION_VALIDATION,DOWNSTREAM_BLOCKER,BLOCKED,false,EXACT_FU96_RRTMG_BAND_WEIGHTING_REQUIRED_BEFORE_LIKE_FOR_LIKE_YANG_INTEGRATION,False,
PRODUCTION_PROMOTION_GUARD,PRODUCTION_GUARD,PASS_FAIL_CLOSED,independent_ssa=false; independent_g=false; tau_ice=false; production_ice_optics=false; physics_promotion=false,NO_STEP3Q2_PRODUCTION_PROMOTION,False,
